total loss	score loss	border loss	direc loss	ctc loss	
16.879934	0.133993	0.088093	0.041409	3.323288	
13.908459	0.135127	0.085401	0.040843	2.729418	
19.569885	0.138072	0.082098	0.036330	3.862677	
12.709114	0.134383	0.094256	0.042200	2.487655	
16.107962	0.133616	0.085036	0.041432	3.169576	
20.790281	0.134041	0.089808	0.040661	4.105154	
15.067708	0.135077	0.084797	0.039864	2.961594	
19.973795	0.135613	0.085521	0.039564	3.942619	
17.070986	0.133555	0.087127	0.040207	3.362019	
14.024912	0.136464	0.088131	0.040191	2.752025	
16.934410	0.136925	0.093385	0.041014	3.332617	
13.608258	0.131870	0.085606	0.039385	2.670279	
14.642833	0.136216	0.099397	0.040322	2.873380	
19.987732	0.135840	0.088479	0.038431	3.944996	
17.582440	0.136917	0.093351	0.041138	3.462207	
12.647536	0.134912	0.090880	0.041768	2.475995	
13.097500	0.134845	0.086810	0.041399	2.566889	
15.709248	0.131750	0.100630	0.041621	3.087049	
15.184813	0.132730	0.082842	0.039204	2.986007	
15.749215	0.137941	0.091875	0.041503	3.095579	
17.151605	0.135232	0.091730	0.040354	3.376858	
18.567607	0.132847	0.088465	0.038745	3.661510	
15.388688	0.136241	0.089683	0.041950	3.024163	
16.496220	0.134087	0.082605	0.037124	3.248481	
15.383586	0.138384	0.091660	0.042854	3.022138	
17.698576	0.135107	0.087225	0.038610	3.487527	
18.156210	0.133105	0.087980	0.040153	3.578994	
16.336579	0.135720	0.086691	0.039627	3.214908	
15.992177	0.131552	0.086844	0.038851	3.146986	
18.717522	0.136906	0.091345	0.041659	3.689523	
13.734047	0.133459	0.087113	0.039713	2.694753	
16.738873	0.131723	0.088194	0.040562	3.295679	
21.853577	0.134736	0.087257	0.039890	4.318339	
13.525742	0.136886	0.090361	0.041473	2.651404	
15.432699	0.136280	0.093186	0.042585	3.032130	
17.667062	0.136553	0.089710	0.042173	3.479725	
15.919577	0.132057	0.086911	0.041617	3.131798	
13.909314	0.134827	0.087757	0.038864	2.729573	
13.051731	0.135117	0.090278	0.040536	2.557160	
13.632791	0.136987	0.090506	0.035886	2.673882	
16.525917	0.134403	0.087145	0.040685	3.252737	
13.391797	0.134775	0.086596	0.039599	2.626166	
16.946665	0.135054	0.089816	0.040956	3.336168	
14.763566	0.137437	0.093132	0.039240	2.898751	
13.775715	0.135209	0.087381	0.041778	2.702269	
18.925469	0.134539	0.088827	0.037208	3.732979	
17.537897	0.133563	0.091780	0.038544	3.454802	
18.420504	0.134359	0.082567	0.039470	3.632822	
15.899614	0.135849	0.086286	0.040650	3.127366	
14.056771	0.135182	0.096422	0.041446	2.756744	
17.602170	0.133435	0.091123	0.041098	3.467303	
14.089390	0.134712	0.086701	0.037915	2.766012	
16.107459	0.137091	0.092024	0.041115	3.167446	
19.273683	0.135240	0.090285	0.040304	3.801571	
13.751320	0.136737	0.085719	0.041227	2.697528	
16.701166	0.135536	0.087957	0.040406	3.287454	
13.990569	0.133336	0.081281	0.038245	2.747541	
17.362370	0.135930	0.085759	0.037305	3.420675	
14.347441	0.135809	0.087143	0.036887	2.817520	
15.898529	0.138847	0.089226	0.040405	3.126010	
13.498544	0.135853	0.093050	0.039490	2.646030	
17.340003	0.136154	0.093788	0.042756	3.413461	
15.198912	0.135311	0.087863	0.036597	2.987828	
17.234027	0.135488	0.088835	0.039238	3.394093	
17.122059	0.136611	0.088396	0.040379	3.371335	
